itemid,count,percentage,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,type,is_in_extract
229663,3753,0.05128380317295473,Pinsp (Hamilton),Pinsp (Hamilton),chartevents,Respiratory,cmH2O,Numeric,,,,0
224951,3749,0.051229144176767195,Impaired Skin Width #2,Site Width #2,chartevents,Skin - Impairment,cm,Numeric,,,,0
224931,3749,0.051229144176767195,Impaired Skin Site #3,Site #3,chartevents,Skin - Impairment,,Text,,,82.0,0
224633,3740,0.05110616143534524,Undermining Present #1,Undermining Present #1,chartevents,Skin - Impairment,,Text,,,3.0,0
229660,3737,0.051065167188204585,RCexp (Measured Time Constant),RCexp (Measured Time Constant),chartevents,Respiratory,sec,Numeric,,,,0
229662,3736,0.0510515024391577,Pminimum,Pminimum,chartevents,Respiratory,None,Numeric,,,,0
229661,3729,0.05095584919582952,Compliance,Compliance,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,,,0
229665,3724,0.0508875254505951,Resistance Insp,Resistance Insp,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,,,0
229664,3721,0.05084653120345445,Resistance Exp,Resistance Exp,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,,,0
223827,3687,0.0503819297358604,Ataxia,Ataxia,chartevents,Toxicology,,Text,,,2.0,0
224945,3676,0.05023161749634468,Impaired Skin Type #3,Type #3,chartevents,Skin - Impairment,,Text,,,24.0,0
225236,3672,0.050176958500157146,16 Gauge Reason Discontinued,16 Gauge Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,,5.0,0
227130,3640,0.049739686530656864,Trach Care,Trach Care,chartevents,Respiratory,,Checkbox,,,,0
223939,3637,0.04969869228351621,Brachial Pulse R,Brachial Pulse R,chartevents,Cardiovascular (Pulses),,Text,,,7.0,0
227473,3631,0.04961670378923491,Incision Site #2,Incision Site #2,chartevents,Skin - Incisions,,Text,,,41.0,0
223772,3619,0.04945272680067231,SvO2,SvO2,chartevents,Hemodynamics,%,Numeric,60.0,80.0,,0
223921,3610,0.04932974405925035,Neuro Symptoms,Neuro Symptoms,chartevents,Neurological,,Text,,,6.0,0
226479,3563,0.048687500854046814,Ectopy Type 2,Ectopy Type 2,chartevents,Routine Vital Signs,,Text,,,15.0,0
228531,3545,0.04844153537120291,Impaired Skin #3- Treatment,Impaired Skin #3- Treatment,chartevents,Skin - Impairment,,Text,,,31.0,0
225323,3527,0.048195569888359,Dialysis Catheter Site Appear,Dialysis Catheter Site Appear,chartevents,Access Lines - Invasive,,Text,,,14.0,0
223940,3519,0.04808625189598393,Femoral Pulse R,Femoral Pulse R,chartevents,Cardiovascular (Pulses),,Text,,,7.0,0
223944,3511,0.04797693390360886,Brachial Pulse L,Brachial Pulse L,chartevents,Cardiovascular (Pulses),,Text,,,7.0,0
229476,3503,0.04786761591123379,PICC Line Power PICC,PICC Line Power PICC,chartevents,Access Lines - Invasive,,Checkbox,,,,0
227463,3475,0.047485002937921045,Cortisol,Cortisol,chartevents,Labs,None,Numeric with tag,,,,0
225023,3418,0.046706112242248674,Incision Dressing #2,Incision Dressing #2,chartevents,Skin - Incisions,,Text,,,8.0,0
224414,3403,0.04650114100654541,TOF Twitch,TOF Twitch,chartevents,Pain/Sedation,,Text,,,3.0,0
224173,3390,0.046323499268935926,MDI #2 Drug,MDI #2 Drug,chartevents,Respiratory,,Text,,,6.0,0
228843,3367,0.0460092100408576,Pressure ulcer #1- Undermining present,Pressure ulcer #1- Undermining present,chartevents,Skin - Impairment,,Text,,,3.0,0
225355,3324,0.045421625831841596,PA Catheter Site Appear,PA Catheter Site Appear,chartevents,Access Lines - Invasive,,Text,,,12.0,0
226846,3309,0.04521665459613834,Feeding Weight,Feeding Weight,chartevents,General,kg,Numeric,,,,0
225028,3306,0.04517566034899769,Dressing Status #2,Dressing Status #2,chartevents,Skin - Incisions,,Text,,,5.0,0
225357,3303,0.04513466610185704,PA Catheter Waveform Appear,PA Catheter Waveform Appear,chartevents,Access Lines - Invasive,,Text,,,6.0,0
227351,3301,0.04510733660376327,PA Catheter Dressing Occlusive,PA Catheter Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224439,3286,0.04490236536806001,Chest Tube Site #3,Chest Tube Site #3,chartevents,Pulmonary,,Text,,,5.0,0
228854,3279,0.04480671212473183,Impaired Skin #2- Type,Impaired Skin #2- Type,chartevents,Skin - Impairment,,Text,,,22.0,0
229386,3271,0.04469739413235676,Cerebellar - Finger -> Nose,Cerebellar - Finger -> Nose,chartevents,Neurological,,Text,,,2.0,0
224904,3246,0.04435577540618466,Impaired Skin Drainage #4,Site Drainage #4,chartevents,Skin - Impairment,,Text,,,9.0,0
224327,3242,0.04430111640999713,PCA medication,PCA medication,chartevents,Pain/Sedation,,Text,,,6.0,0
224938,3240,0.04427378691190336,Impaired Skin Treatment #3,Site Treatment #3,chartevents,Skin - Impairment,,Text,,,32.0,0
224328,3229,0.04412347467238764,PCA dose,PCA dose,chartevents,Pain/Sedation,None,Numeric,,,,0
226118,3228,0.04410980992334076,Dialysis Catheter placed in outside facility,Dialysis Cath placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224329,3222,0.044027821429059456,PCA lockout (min),PCA lockout (min),chartevents,Pain/Sedation,min,Numeric,,,,0
224330,3218,0.04397316243287192,PCA 1 hour limit,PCA 1 hour limit,chartevents,Pain/Sedation,None,Numeric,,,,0
228233,3217,0.04395949768382504,PAR-Remain sedated,PAR-Remain sedated,chartevents,Routine Vital Signs,,Checkbox,,,,0
229636,3202,0.04375452644812178,Test Performed (AM-PAC),Test Performed (AM-PAC),chartevents,Treatments,,Text,,,3.0,0
227111,3196,0.043672537953840476,PCA  dose units,PCA dose units,chartevents,Pain/Sedation,,Text,,,2.0,0
228566,3189,0.04357688471051229,Incision #2- Cleanse,Incision #2- Cleanse,chartevents,Skin - Incisions,,Text,,,3.0,0
225729,3176,0.043399242972902805,Multi Lumen Line Tip Cultured,Multi Lumen Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224109,3168,0.043289924980527736,Cervical Collar Type,Cervical Collar Type,chartevents,Treatments,,Text,,,8.0,0
229538,3165,0.04324893073338708,PICC - Heparin Dependent,PICC - Heparin Dependent,chartevents,Access Lines - Invasive,,Checkbox,,,,0
229638,3161,0.043194271737199544,Discharge Recommendations (AM-PAC),Discharge Recommendations (AM-PAC),chartevents,Treatments,,Text,,,3.0,0
226480,3150,0.043043959497683824,Ectopy Frequency 2,Ectopy Frequency 2,chartevents,Routine Vital Signs,,Text,,,5.0,0
225358,3148,0.04301662999959006,PA Catheter Zero/Calibrate,PA Catheter Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224663,3119,0.042620352277230426,PCA attempt,PCA attempt,chartevents,Pain/Sedation,None,Numeric,,,,0
223945,3119,0.042620352277230426,Femoral Pulse L,Femoral Pulse L,chartevents,Cardiovascular (Pulses),,Text,,,7.0,0
227113,3115,0.04256569328104289,PCA 1 hour limit units,PCA 1 hour limit units,chartevents,Pain/Sedation,,Text,,,2.0,0
229633,3114,0.04255202853199601,Basic Mobility (AM-PAC),Basic Mobility (AM-PAC),chartevents,Treatments,,Text,,,19.0,0
224332,3114,0.04255202853199601,PCA inject,PCA inject,chartevents,Pain/Sedation,None,Numeric,,,,0
220088,3105,0.042429045790574056,Cardiac Output (thermodilution),CO (thermodilution),chartevents,Hemodynamics,L/min,Numeric,4.0,8.0,,0
224172,3083,0.04212842131154261,MDI #2 Puff,MDI #2 Puff,chartevents,Respiratory,None,Numeric,,,,0
224110,3077,0.04204643281726131,Cervical Collar Status,Cervical Collar Status,chartevents,Treatments,,Text,,,3.0,0
224665,3058,0.04178680258537052,PCA total dose,PCA total dose,chartevents,Pain/Sedation,None,Numeric,,,,0
227781,3034,0.04145884860824531,Impaired Skin  - Dressing Status #2,Impaired Skin  - Dressing Status #2,chartevents,Skin - Impairment,,Text,,,5.0,0
224379,3021,0.04128120687063582,PCA cleared,PCA cleared,chartevents,Pain/Sedation,,Text,,,2.0,0
229124,3015,0.04119921837635452,Altered Sensory Perception NCP - Expected Outcomes,ASP NCP - Expected Outcomes,chartevents,Care Plans,,Text,,,6.0,0
229126,3000,0.04099424714065126,Altered Sensory Perception NCP - Interventions,ASP NCP - Interventions,chartevents,Care Plans,,Text,,,19.0,0
229129,2992,0.04088492914827619,Altered Sensory Perception NCP - Problem resolved,ASP NCP - Problem resolved,chartevents,Care Plans,,Text,,,2.0,0
223801,2984,0.04077561115590112,NMB Medication,NMB Medication,chartevents,Pain/Sedation,,Text,,,5.0,0
227578,2980,0.04072095215971359,BiPap Mask,BiPap Mask,chartevents,Respiratory,,Text,,,5.0,0
228413,2977,0.04067995791257294,Seizure Activity,Seizure Activity,chartevents,Neurological,,Text,,,3.0,0
226114,2972,0.04061163416733852,PA Catheter placed in outside facility,PA Catheter placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,,,0
229128,2949,0.04029734493926019,Altered Sensory Perception NCP - Plan revised,ASP NCP - Plan revised,chartevents,Care Plans,,Text,,,2.0,0
227117,2946,0.04025635069211954,PCA total dose units,PCA total dose units,chartevents,Pain/Sedation,,Text,,,2.0,0
227757,2932,0.04006504420546317,PA Catheter Placement Confirmed by X-ray,PA Catheter Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,,3.0,0
227700,2929,0.04002404995832252,Safety Measures,Safety Measures,chartevents,Restraint/Support Systems,,Text,,,19.0,0
224829,2925,0.03996939096213498,Trach Tube Type,Trach Tube Type,chartevents,Respiratory,,Text,,,12.0,0
227446,2892,0.03951845424358782,Brain Natiuretic Peptide (BNP),Brain Natiuretic Peptide (BNP),chartevents,Labs,None,Numeric with tag,,,,0
224830,2886,0.03943646574930652,Trach Tube Manufacturer,Trach Tube Manufacturer,chartevents,Respiratory,,Text,,,5.0,0
229344,2876,0.039299818258837674,Impaired Mobility NCP - Expected outcomes,IM NCP - Expected outcomes,chartevents,Care Plans,,Text,,,3.0,0
224831,2872,0.03924515926265014,Trach Tube Size (I.D.),Trach Tube Size (I.D.),chartevents,Respiratory,,Text,,,8.0,0
228309,2840,0.038807887293149865,GI #2 Tube Place Check,GI #2 Tube Place Check,chartevents,GI/GU,,Text,,,3.0,0
224842,2821,0.03854825706125907,Cardiac Output (CCO),CO (CCO),chartevents,Hemodynamics,L/min,Numeric,4.0,8.0,,0
224974,2789,0.03811098509175879,Surrounding Tissue #4,Surrounding Tissue #4,chartevents,Skin - Impairment,,Text,,,7.0,0
226329,2777,0.037947008103196185,Blood Temperature CCO (C),Blood Temp CCO (C),chartevents,Routine Vital Signs,°C,Numeric,,,,0
229347,2754,0.037632718875117856,Impaired Mobility  NCP - Interventions,IM NCP - Interventions,chartevents,Care Plans,,Text,,,7.0,0
229699,2728,0.03727743539989888,CPOT-Facial Expression (CPOTa),Facial Expression-Post,chartevents,Pain/Sedation,,Text,,,3.0,0
229350,2720,0.037168117407523814,Impaired Mobility NCP - Plan revised,IM NCP - Plan revised,chartevents,Care Plans,,Text,,,2.0,0
229697,2718,0.03714078790943005,CPOT-Body Movements (CPOTa),Body Movements-Post,chartevents,Pain/Sedation,,Text,,,3.0,0
229694,2705,0.03696314617182055,CPOT-Vocalization (CPOTa),Vocalization-Post,chartevents,Pain/Sedation,,Text,,,3.0,0
229692,2700,0.036894822426586135,CPOT-Muscle Tension (CPOTa),Muscle Tension-Post,chartevents,Pain/Sedation,,Text,,,3.0,0
227577,2689,0.036744510187070416,BiPap Mode,BiPap Mode,chartevents,Respiratory,,Text,,,4.0,0
229349,2672,0.03651220945327339,Impaired Mobility NCP - Problem resolved,IM NCP - Problem resolved,chartevents,Care Plans,,Text,,,2.0,0
224911,2671,0.036498544704226504,Impaired Skin Drainage Amount #4,Site Drainage Amount #4,chartevents,Skin - Impairment,,Text,,,7.0,0
227753,2656,0.03629357346852325,Dialysis Catheter Placement Confirmed by X-ray,Dialysis Catheter Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,,3.0,0
227579,2629,0.03592462524425739,BiPap EPAP,BiPap EPAP,chartevents,Respiratory,cmH2O,Numeric,,,,0
224960,2598,0.035501018023803996,Impaired Skin Wound Base #4,Site/Wound Base #4,chartevents,Skin - Impairment,,Text,,,7.0,0
224661,2579,0.0352413877919132,Baseline Current/mA,Baseline Current/mA,chartevents,Pain/Sedation,mA,Numeric,,,,0
228343,2555,0.034913433814787995,OCAT - Lips Tongue Gums Palate,OCAT - LTGP,chartevents,Treatments,,Text,,,4.0,0
228346,2551,0.03485877481860045,OCAT - Teeth,OCAT - Teeth,chartevents,Treatments,,Text,,,4.0,0
228344,2544,0.03476312157527227,"OCAT - Saliva secretions, Voice quality",OCAT - SSVQ,chartevents,Treatments,,Text,,,4.0,0
228345,2544,0.03476312157527227,OCAT - Swallow,OCAT - Swallow,chartevents,Treatments,,Text,,,4.0,0
227582,2542,0.0347357920771785,BiPap O2 Flow,BiPap O2 Flow,chartevents,Respiratory,L/min,Numeric,,,,0
228550,2526,0.034517156092428364,Pressure Ulcer #2- Type,Pressure Ulcer #2- Type,chartevents,Skin - Impairment,,Text,,,1.0,0
228602,2461,0.03362894740438092,Impaired Skin #3- Dressing Status,Impaired Skin #3- Dressing Status,chartevents,Skin - Impairment,,Text,,,5.0,0
228507,2440,0.03334198767439636,Pressure Ulcer #2- Location,Pressure Ulcer #2- Location,chartevents,Skin - Impairment,,Text,,,82.0,0
227580,2433,0.03324633443106818,BiPap IPAP,BiPap IPAP,chartevents,Respiratory,cmH2O,Numeric,,,,0
226457,2415,0.033000368948224265,Ultrafiltrate Output,Ultrafiltrate Output,chartevents,Dialysis,mL,Numeric,,,,0
224889,2413,0.0329730394501305,Impaired Skin Cleanse #3,Site Cleanse #3,chartevents,Skin - Impairment,,Text,,,5.0,0
224925,2412,0.032959374701083614,Impaired Skin Odor #4,Odor #4,chartevents,Skin - Impairment,,Checkbox,,,,0
224563,2412,0.032959374701083614,Impaired Skin Depth #1,Site Depth #1,chartevents,Skin - Impairment,cm,Numeric,,,,0
228310,2408,0.03290471570489608,GI #2 Tube Place Method,GI #2 Tube Place Method,chartevents,GI/GU,,Text,,,3.0,0
224418,2407,0.032891050955849196,Cuff Volume (mL),Cuff Volume (mL),chartevents,Respiratory,mL,Numeric,,,,0
227686,2405,0.03286372145775543,Central Venous O2% Sat,Central Venous O2% Sat,chartevents,Labs,%,Numeric,,,,0
223941,2405,0.03286372145775543,Popliteal Pulse R,Popliteal Pulse R,chartevents,Cardiovascular (Pulses),,Text,,,7.0,0
226499,2384,0.03257676172777087,Hemodialysis Output,Hemodialysis Output,chartevents,Dialysis,mL,Numeric,,,,0
227583,2367,0.032344460993973846,Autoset/CPAP,Autoset/CPAP,chartevents,Respiratory,,Text,,,2.0,0
224716,2335,0.031907189024473565,SBT Stopped,SBT Stopped,chartevents,Respiratory,,Text,,,6.0,0
224810,2313,0.031606564545442126,CT #3 Suction Type,CT #3 Suction Type,chartevents,Pulmonary,,Text,,,3.0,0
229316,2306,0.031510911302113934,TOF Twitch,TOF Twitch,chartevents,Pain/Sedation,,Text,,,2.0,0
223946,2302,0.0314562523059264,Popliteal Pulse L,Popliteal Pulse L,chartevents,Cardiovascular (Pulses),,Text,,,7.0,0
227357,2292,0.031319604815457563,Dialysis Catheter Dressing Occlusive,Dialysis Catheter Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224436,2291,0.03130594006641068,CT #3 Suction Amount,CT #3 Suction Amount,chartevents,Pulmonary,,Text,,,5.0,0
225048,2271,0.031032645085473005,Knee Location - Immobilizer,Knee Location - Immobilizer,chartevents,Treatments,,Text,,,4.0,0
223972,2262,0.030909662344051052,Angio Appearance # 2,Angio Appearance # 2,chartevents,Cardiovascular,,Text,,,4.0,0
228578,2259,0.0308686680969104,Impaired Skin #3- Type,Impaired Skin #3- Type,chartevents,Skin - Impairment,,Text,,,23.0,0
223971,2253,0.030786679602629097,Angio Site # 2,Angio Site # 2,chartevents,Cardiovascular,,Text,,,6.0,0
223973,2252,0.030773014853582213,Angio Dressing # 2,Angio Dressing # 2,chartevents,Cardiovascular,,Text,,,9.0,0
228971,2247,0.030704691108347795,Nutrition NCP - Body needs,Nutrition NCP - Body needs,chartevents,Care Plans,,Text,,,2.0,0
228540,2235,0.03054071411978519,Pressure Ulcer #2- Treatment,Pressure Ulcer #2- Treatment,chartevents,Skin - Impairment,,Text,,,30.0,0
228814,2233,0.03051338462169142,Pressure ulcer #2- Stage,Pressure ulcer #2- Stage,chartevents,Skin - Impairment,,Text,,,7.0,0
223836,2212,0.030226424891706863,Airway Type,Airway Type,chartevents,Respiratory,,Text,,,4.0,0
225192,2190,0.02992580041267542,Collar Care,Collar Care,chartevents,Treatments,,Checkbox,,,,0
228520,2177,0.029748158675065934,Impaired Skin #3- Cleanse,Impaired Skin #3- Cleanse,chartevents,Skin - Impairment,,Text,,,3.0,0
225739,2175,0.029720829176972163,Cordis/Introducer Discontinued,Cordis/Introducer Discontinued,chartevents,Access Lines - Invasive,,Text,,,3.0,0
227133,2149,0.029365545701753187,Small Volume Neb Drug #2,SV Neb Drug #2,chartevents,Respiratory,,Text,,,4.0,0
228962,2148,0.029351880952706303,Nutrition  NCP - Expected outcomes,Nutrition NCP - Expected outcomes,chartevents,Care Plans,,Text,,,4.0,0
227444,2147,0.02933821620365942,C Reactive Protein (CRP),C Reactive Protein (CRP),chartevents,Labs,None,Numeric with tag,,,,0
224979,2146,0.029324551454612536,Tunneling Present #2,Tunneling Present #2,chartevents,Skin - Impairment,,Text,,,3.0,0
228335,2145,0.029310886705565652,CAM-ICU Disorganized thinking,CAM-ICU Disorganized thinking,chartevents,Pain/Sedation,,Text,,,3.0,0
224090,2131,0.02911958021890928,Knee Immobilizer Status,Knee Immobilizer Status,chartevents,Treatments,,Text,,,3.0,0
224432,2128,0.029078585971768628,CT #3 Dressing,CT #3 Dressing,chartevents,Pulmonary,,Text,,,3.0,0
228966,2128,0.029078585971768628,Nutrition  NCP - Interventions,Nutrition NCP - Interventions,chartevents,Care Plans,,Text,,,9.0,0
228296,2125,0.029037591724627977,PCA concentrations,PCA concentrations,chartevents,Pain/Sedation,,Text,,,3.0,0
227802,2115,0.02890094423415914,GI Guaiac QC,GI Guaiac QC,chartevents,GI/GU,,Checkbox,,,,0
220650,2111,0.028846285237971604,Total Protein,Total Protein,chartevents,Labs,None,Numeric,,,,0
224932,2107,0.02879162624178407,Impaired Skin Site #4,Site #4,chartevents,Skin - Impairment,,Text,,,81.0,0
224917,2100,0.028695972998455884,Impaired Skin Length #3,Site Length #3,chartevents,Skin - Impairment,cm,Numeric,,,,0
227461,2091,0.02857299025703393,Phenytoin (Dilantin),Phenytoin (Dilantin),chartevents,Labs,None,Numeric with tag,,,,0
229105,2079,0.028409013268471325,Nutrition  NCP - Problem resolved,Nutrition NCP - Problem resolved,chartevents,Care Plans,,Text,,,2.0,0
224430,2071,0.028299695276096253,CT #3 Drainage,CT #3 Drainage,chartevents,Pulmonary,,Text,,,8.0,0
224779,2059,0.02813571828753365,CT #3 Leak,CT #3 Leak,chartevents,Pulmonary,,Text,,,3.0,0
224946,2056,0.028094724040393,Impaired Skin Type #4,Type #4,chartevents,Skin - Impairment,,Text,,,24.0,0
224434,2055,0.028081059291346116,CT #3 Fluctuate,CT #3 Fluctuate,chartevents,Pulmonary,,Text,,,3.0,0
229104,2052,0.02804006504420546,Nutrition  NCP - Plan revised,Nutrition NCP - Plan revised,chartevents,Care Plans,,Text,,,2.0,0
228744,2043,0.02791708230278351,Pressure ulcer #2- Surrounding tissue,Pressure ulcer #2- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,7.0,0
228303,2036,0.027821429059455324,CAM-ICU Disorganized thinking,CAM-ICU Disorganized thinking,chartevents,Pain/Sedation,,Text,,,2.0,0
224428,2036,0.027821429059455324,CT #3 Crepitus,CT #3 Crepitus,chartevents,Pulmonary,,Text,,,3.0,0
224952,2031,0.027753105314220903,Impaired Skin Width #3,Site Width #3,chartevents,Skin - Impairment,cm,Numeric,,,,0
227124,2021,0.027616457823752067,Dialysis Catheter Type,Dialysis Catheter Type,chartevents,Access Lines - Invasive,,Text,,,3.0,0
224331,1989,0.027179185854251785,PCA basal rate (mL/hour),PCA basal rate (mL/hour),chartevents,Pain/Sedation,ml/hr,Numeric,,,,0
224965,1985,0.02712452685806425,Pressure Ulcer Stage #2,Pressure Ulcer Stage #2,chartevents,Skin - Impairment,,Text,,,8.0,0
